,source_id,topic-0,topic-1,topic-2,topic-3,topic-4,topic-5,topic-6,topic-7,topic-8,topic-9,topic-10,topic-11,topic-12,topic-13,topic-14,topic-15,topic-16,topic-17,topic-18,topic-19,topic-20,topic-21,topic-22,topic-23,topic-24,topic-25,topic-26,topic-27,topic-28,topic-29,topic-30,topic-31,topic-32,topic-33,topic-34,topic-35,topic-36,topic-37,topic-38,topic-39
mc00236_2595329_20191119_51,mc00236_2595329_20191119_51,7.564491625089431e-06,7.564491625089431e-06,0.4377727806568146,0.004372484516352415,7.564491625089431e-06,7.564491625089431e-06,7.564491625089431e-06,0.031084265559911728,7.564491625089431e-06,7.564491625089431e-06,7.564491625089431e-06,7.564491625089431e-06,7.564491625089431e-06,7.564491625089431e-06,7.564491625089431e-06,7.564491625089431e-06,7.564491625089431e-06,7.564491625089431e-06,7.564491625089431e-06,7.564491625089431e-06,7.564491625089431e-06,7.564491625089431e-06,7.564491625089431e-06,7.564491625089431e-06,7.564491625089431e-06,7.564491625089431e-06,7.564491625089431e-06,7.564491625089431e-06,7.564491625089431e-06,7.564491625089431e-06,7.564491625089431e-06,7.564491625089431e-06,7.564491625089431e-06,0.01916927471756935,7.564491625089431e-06,0.507336437702179,7.564491625089431e-06,7.564491625089431e-06,7.564491625089431e-06,7.564491625089431e-06
aspca_20200228_2617,aspca_20200228_2617,7.353919954766752e-06,7.353919954766752e-06,0.029853546991944313,7.353919954766752e-06,0.02758999541401863,7.353919954766752e-06,7.353919954766752e-06,0.003807906061410904,7.353919954766752e-06,7.353919954766752e-06,7.353919954766752e-06,7.353919954766752e-06,7.353919954766752e-06,7.353919954766752e-06,7.353919954766752e-06,7.353919954766752e-06,7.353919954766752e-06,7.353919954766752e-06,7.353919954766752e-06,7.353919954766752e-06,7.353919954766752e-06,7.353919954766752e-06,7.353919954766752e-06,7.353919954766752e-06,7.353919954766752e-06,0.06851746141910553,0.000806013063993305,7.353919954766752e-06,7.353919954766752e-06,0.8521959185600281,7.353919954766752e-06,0.01315123587846756,7.353919954766752e-06,7.353919954766752e-06,7.353919954766752e-06,7.353919954766752e-06,7.353919954766752e-06,7.353919954766752e-06,0.003842611564323306,7.353919954766752e-06
mc00620-001-bx0001-082-001,mc00620-001-bx0001-082-001,0.009295051917433739,0.12791886925697327,0.04853672534227371,2.3513881387771107e-05,2.3513881387771107e-05,2.3513881387771107e-05,2.3513881387771107e-05,0.14198116958141327,2.3513881387771107e-05,0.11885586380958557,0.0019496881868690252,2.3513881387771107e-05,2.3513881387771107e-05,2.3513881387771107e-05,0.020473377779126167,2.3513881387771107e-05,2.3513881387771107e-05,2.3513881387771107e-05,2.3513881387771107e-05,2.3513881387771107e-05,2.3513881387771107e-05,2.3513881387771107e-05,2.3513881387771107e-05,2.3513881387771107e-05,2.3513881387771107e-05,0.4116363823413849,2.3513881387771107e-05,2.3513881387771107e-05,2.3513881387771107e-05,2.3513881387771107e-05,2.3513881387771107e-05,0.11862389743328094,2.3513881387771107e-05,2.3513881387771107e-05,2.3513881387771107e-05,2.3513881387771107e-05,2.3513881387771107e-05,2.3513881387771107e-05,2.3513881387771107e-05,2.3513881387771107e-05
mc00344_118763_20200131_1266,mc00344_118763_20200131_1266,2.8868989829788916e-06,2.8868989829788916e-06,2.8868989829788916e-06,2.8868989829788916e-06,2.8868989829788916e-06,2.8868989829788916e-06,2.8868989829788916e-06,2.8868989829788916e-06,2.8868989829788916e-06,2.8868989829788916e-06,2.8868989829788916e-06,2.8868989829788916e-06,2.8868989829788916e-06,2.8868989829788916e-06,2.8868989829788916e-06,2.8868989829788916e-06,2.8868989829788916e-06,2.8868989829788916e-06,2.8868989829788916e-06,2.8868989829788916e-06,2.8868989829788916e-06,2.8868989829788916e-06,2.8868989829788916e-06,2.8868989829788916e-06,2.8868989829788916e-06,2.8868989829788916e-06,2.8868989829788916e-06,2.8868989829788916e-06,2.8868989829788916e-06,2.8868989829788916e-06,0.9998874664306641,2.8868989829788916e-06,2.8868989829788916e-06,2.8868989829788916e-06,2.8868989829788916e-06,2.8868989829788916e-06,2.8868989829788916e-06,2.8868989829788916e-06,2.8868989829788916e-06,2.8868989829788916e-06
mc00620-001-bx0001-092-001,mc00620-001-bx0001-092-001,0.05830689147114754,0.3831946849822998,0.020152026787400246,1.6994130419334397e-05,1.6994130419334397e-05,1.6994130419334397e-05,0.08767997473478317,0.1445634812116623,1.6994130419334397e-05,0.2255776822566986,1.6994130419334397e-05,1.6994130419334397e-05,1.6994130419334397e-05,1.6994130419334397e-05,1.6994130419334397e-05,1.6994130419334397e-05,1.6994130419334397e-05,1.6994130419334397e-05,1.6994130419334397e-05,1.6994130419334397e-05,1.6994130419334397e-05,1.6994130419334397e-05,1.6994130419334397e-05,0.03917960822582245,1.6994130419334397e-05,0.014645659364759922,1.6994130419334397e-05,1.6994130419334397e-05,1.6994130419334397e-05,1.6994130419334397e-05,1.6994130419334397e-05,1.6994130419334397e-05,1.6994130419334397e-05,1.6994130419334397e-05,1.6994130419334397e-05,0.026173211634159088,1.6994130419334397e-05,1.6994130419334397e-05,1.6994130419334397e-05,1.6994130419334397e-05
mc00456-001-bx0002-003-001,mc00456-001-bx0002-003-001,4.604846253641881e-05,4.604846253641881e-05,4.604846253641881e-05,4.604846253641881e-05,4.604846253641881e-05,4.604846253641881e-05,0.013945267535746098,4.604846253641881e-05,4.604846253641881e-05,4.604846253641881e-05,4.604846253641881e-05,4.604846253641881e-05,4.604846253641881e-05,4.604846253641881e-05,4.604846253641881e-05,4.604846253641881e-05,4.604846253641881e-05,0.007056869100779295,4.604846253641881e-05,4.604846253641881e-05,4.604846253641881e-05,4.604846253641881e-05,4.604846253641881e-05,4.604846253641881e-05,4.604846253641881e-05,0.9408830404281616,4.604846253641881e-05,4.604846253641881e-05,4.604846253641881e-05,4.604846253641881e-05,4.604846253641881e-05,4.604846253641881e-05,4.604846253641881e-05,4.604846253641881e-05,4.604846253641881e-05,4.604846253641881e-05,4.604846253641881e-05,4.604846253641881e-05,0.036457132548093796,4.604846253641881e-05
mc00344-001-lb0001_31-008-000,mc00344-001-lb0001_31-008-000,4.124352017242927e-06,4.124352017242927e-06,4.124352017242927e-06,0.0028641358949244022,4.124352017242927e-06,4.124352017242927e-06,4.124352017242927e-06,0.010728070512413979,4.124352017242927e-06,4.124352017242927e-06,4.124352017242927e-06,4.124352017242927e-06,4.124352017242927e-06,4.124352017242927e-06,4.124352017242927e-06,4.124352017242927e-06,4.124352017242927e-06,4.124352017242927e-06,4.124352017242927e-06,4.124352017242927e-06,4.124352017242927e-06,4.124352017242927e-06,4.124352017242927e-06,4.124352017242927e-06,4.124352017242927e-06,4.124352017242927e-06,4.124352017242927e-06,4.124352017242927e-06,4.124352017242927e-06,4.124352017242927e-06,4.124352017242927e-06,4.124352017242927e-06,4.124352017242927e-06,0.06461679935455322,0.921642541885376,4.124352017242927e-06,4.124352017242927e-06,4.124352017242927e-06,4.124352017242927e-06,4.124352017242927e-06
mc00456-001-bx0002-013-001,mc00456-001-bx0002-013-001,5.491937918122858e-05,0.1269526183605194,0.14960798621177673,5.491937918122858e-05,5.491937918122858e-05,5.491937918122858e-05,5.491937918122858e-05,5.491937918122858e-05,5.491937918122858e-05,5.491937918122858e-05,5.491937918122858e-05,5.491937918122858e-05,0.006811773870140314,5.491937918122858e-05,5.491937918122858e-05,5.491937918122858e-05,5.491937918122858e-05,5.491937918122858e-05,5.491937918122858e-05,5.491937918122858e-05,5.491937918122858e-05,5.491937918122858e-05,5.491937918122858e-05,5.491937918122858e-05,5.491937918122858e-05,5.491937918122858e-05,0.03476876765489578,5.491937918122858e-05,5.491937918122858e-05,5.491937918122858e-05,5.491937918122858e-05,5.491937918122858e-05,5.491937918122858e-05,5.491937918122858e-05,5.491937918122858e-05,0.5229771137237549,5.491937918122858e-05,5.491937918122858e-05,0.15701447427272797,5.491937918122858e-05
mc00344-001-bx0001_1-008-000,mc00344-001-bx0001_1-008-000,3.0930507364246296e-06,3.0930507364246296e-06,3.0930507364246296e-06,3.0930507364246296e-06,3.0930507364246296e-06,3.0930507364246296e-06,3.0930507364246296e-06,3.6493212974164635e-05,3.0930507364246296e-06,0.11956138163805008,3.0930507364246296e-06,0.4287659823894501,3.0930507364246296e-06,3.0930507364246296e-06,3.0930507364246296e-06,3.0930507364246296e-06,3.0930507364246296e-06,3.0930507364246296e-06,0.19520461559295654,3.0930507364246296e-06,3.0930507364246296e-06,3.0930507364246296e-06,3.0930507364246296e-06,3.0930507364246296e-06,3.0930507364246296e-06,3.0930507364246296e-06,3.0930507364246296e-06,3.0930507364246296e-06,3.0930507364246296e-06,3.0930507364246296e-06,3.0930507364246296e-06,3.0930507364246296e-06,3.0930507364246296e-06,0.06481671333312988,3.0930507364246296e-06,3.0930507364246296e-06,3.0930507364246296e-06,3.0930507364246296e-06,3.0930507364246296e-06,0.1915096640586853
aspca_20200220_1992,aspca_20200220_1992,0.5096811056137085,5.7211145758628845e-06,0.002506889635697007,5.7211145758628845e-06,5.7211145758628845e-06,5.7211145758628845e-06,5.7211145758628845e-06,9.852618677541614e-05,5.7211145758628845e-06,0.038850367069244385,5.7211145758628845e-06,5.7211145758628845e-06,5.7211145758628845e-06,5.7211145758628845e-06,5.7211145758628845e-06,5.7211145758628845e-06,0.18995973467826843,5.7211145758628845e-06,5.7211145758628845e-06,5.7211145758628845e-06,5.7211145758628845e-06,5.7211145758628845e-06,5.7211145758628845e-06,5.7211145758628845e-06,5.7211145758628845e-06,0.07085466384887695,0.01943517103791237,5.7211145758628845e-06,5.7211145758628845e-06,0.0031333849765360355,5.7211145758628845e-06,0.10975518077611923,5.7211145758628845e-06,5.7211145758628845e-06,5.7211145758628845e-06,0.05392038822174072,5.7211145758628845e-06,5.7211145758628845e-06,5.7211145758628845e-06,0.0016387079376727343
mc00456-001-bx0005-039-001,mc00456-001-bx0005-039-001,7.621518420819484e-07,7.621518420819484e-07,0.13981585204601288,7.621518420819484e-07,7.621518420819484e-07,7.621518420819484e-07,7.621518420819484e-07,0.0009382945136167109,7.621518420819484e-07,0.0001469221751904115,7.621518420819484e-07,7.621518420819484e-07,7.621518420819484e-07,7.621518420819484e-07,1.310383049712982e-05,7.621518420819484e-07,0.0008663085754960775,9.612703433958814e-05,7.621518420819484e-07,7.621518420819484e-07,7.621518420819484e-07,7.621518420819484e-07,7.621518420819484e-07,7.621518420819484e-07,7.621518420819484e-07,0.042725980281829834,0.007408250123262405,7.621518420819484e-07,7.621518420819484e-07,7.621518420819484e-07,7.621518420819484e-07,0.0026611716020852327,7.621518420819484e-07,7.621518420819484e-07,0.0038115272764116526,0.006776893977075815,7.621518420819484e-07,7.621518420819484e-07,0.79393470287323,0.0007842642953619361
