,source_id,topic-0,topic-1,topic-2,topic-3,topic-4,topic-5,topic-6,topic-7,topic-8,topic-9,topic-10,topic-11,topic-12,topic-13,topic-14,topic-15,topic-16,topic-17,topic-18,topic-19,topic-20,topic-21,topic-22,topic-23,topic-24,topic-25,topic-26,topic-27,topic-28,topic-29,topic-30,topic-31,topic-32,topic-33,topic-34,topic-35,topic-36,topic-37,topic-38,topic-39
mc00456-001-bx0005-008-001,mc00456-001-bx0005-008-001,2.5157940399367362e-05,2.5157940399367362e-05,0.7501622438430786,0.05038231983780861,2.5157940399367362e-05,2.5157940399367362e-05,2.5157940399367362e-05,0.022700786590576172,2.5157940399367362e-05,0.006014170590788126,2.5157940399367362e-05,2.5157940399367362e-05,2.5157940399367362e-05,2.5157940399367362e-05,2.5157940399367362e-05,2.5157940399367362e-05,2.5157940399367362e-05,2.5157940399367362e-05,2.5157940399367362e-05,2.5157940399367362e-05,2.5157940399367362e-05,2.5157940399367362e-05,2.5157940399367362e-05,2.5157940399367362e-05,2.5157940399367362e-05,2.5157940399367362e-05,0.0012359647080302238,2.5157940399367362e-05,2.5157940399367362e-05,2.5157940399367362e-05,2.5157940399367362e-05,2.5157940399367362e-05,2.5157940399367362e-05,2.5157940399367362e-05,2.5157940399367362e-05,0.13830070197582245,2.5157940399367362e-05,2.5157940399367362e-05,2.5157940399367362e-05,0.030373631045222282
mc00620-001-hb0002-020-008,mc00620-001-hb0002-020-008,6.49404973955825e-05,6.49404973955825e-05,0.0969579666852951,6.49404973955825e-05,6.49404973955825e-05,6.49404973955825e-05,6.49404973955825e-05,6.49404973955825e-05,6.49404973955825e-05,6.49404973955825e-05,6.49404973955825e-05,6.49404973955825e-05,6.49404973955825e-05,6.49404973955825e-05,6.49404973955825e-05,6.49404973955825e-05,0.03867387771606445,6.49404973955825e-05,6.49404973955825e-05,6.49404973955825e-05,6.49404973955825e-05,6.49404973955825e-05,6.49404973955825e-05,6.49404973955825e-05,6.49404973955825e-05,0.8619653582572937,6.49404973955825e-05,6.49404973955825e-05,6.49404973955825e-05,6.49404973955825e-05,6.49404973955825e-05,6.49404973955825e-05,6.49404973955825e-05,6.49404973955825e-05,6.49404973955825e-05,6.49404973955825e-05,6.49404973955825e-05,6.49404973955825e-05,6.49404973955825e-05,6.49404973955825e-05
aspca-reports-bx0007-003-002_0_20191125_345,aspca-reports-bx0007-003-002_0_20191125_345,6.852431397419423e-06,6.852431397419423e-06,6.852431397419423e-06,6.852431397419423e-06,6.852431397419423e-06,0.505276083946228,0.4878658652305603,6.852431397419423e-06,6.852431397419423e-06,6.852431397419423e-06,6.852431397419423e-06,6.852431397419423e-06,6.852431397419423e-06,6.852431397419423e-06,6.852431397419423e-06,6.852431397419423e-06,6.852431397419423e-06,6.852431397419423e-06,6.852431397419423e-06,6.852431397419423e-06,6.852431397419423e-06,6.852431397419423e-06,6.852431397419423e-06,6.852431397419423e-06,6.852431397419423e-06,6.852431397419423e-06,6.852431397419423e-06,6.852431397419423e-06,6.852431397419423e-06,6.852431397419423e-06,6.852431397419423e-06,6.852431397419423e-06,6.852431397419423e-06,0.006604499649256468,6.852431397419423e-06,6.852431397419423e-06,6.852431397419423e-06,6.852431397419423e-06,6.852431397419423e-06,6.852431397419423e-06
mc00456-001-bx0002-022-001,mc00456-001-bx0002-022-001,1.1981694115092978e-05,1.1981694115092978e-05,0.3888989984989166,1.1981694115092978e-05,1.1981694115092978e-05,1.1981694115092978e-05,1.1981694115092978e-05,1.1981694115092978e-05,1.1981694115092978e-05,1.1981694115092978e-05,1.1981694115092978e-05,1.1981694115092978e-05,0.6106456518173218,1.1981694115092978e-05,1.1981694115092978e-05,1.1981694115092978e-05,1.1981694115092978e-05,1.1981694115092978e-05,1.1981694115092978e-05,1.1981694115092978e-05,1.1981694115092978e-05,1.1981694115092978e-05,1.1981694115092978e-05,1.1981694115092978e-05,1.1981694115092978e-05,1.1981694115092978e-05,1.1981694115092978e-05,1.1981694115092978e-05,1.1981694115092978e-05,1.1981694115092978e-05,1.1981694115092978e-05,1.1981694115092978e-05,1.1981694115092978e-05,1.1981694115092978e-05,1.1981694115092978e-05,1.1981694115092978e-05,1.1981694115092978e-05,1.1981694115092978e-05,1.1981694115092978e-05,1.1981694115092978e-05
mc00456-001-bx0002-032-001,mc00456-001-bx0002-032-001,1.178077764052432e-05,1.178077764052432e-05,0.10183028131723404,1.178077764052432e-05,0.0074329376220703125,1.178077764052432e-05,1.178077764052432e-05,1.178077764052432e-05,1.178077764052432e-05,1.178077764052432e-05,0.005927858874201775,1.178077764052432e-05,1.178077764052432e-05,1.178077764052432e-05,1.178077764052432e-05,1.178077764052432e-05,1.178077764052432e-05,1.178077764052432e-05,1.178077764052432e-05,1.178077764052432e-05,1.178077764052432e-05,1.178077764052432e-05,1.178077764052432e-05,1.178077764052432e-05,1.178077764052432e-05,0.6526966094970703,1.178077764052432e-05,1.178077764052432e-05,1.178077764052432e-05,0.004885662812739611,1.178077764052432e-05,1.178077764052432e-05,1.178077764052432e-05,1.178077764052432e-05,1.178077764052432e-05,1.178077764052432e-05,1.178077764052432e-05,1.178077764052432e-05,0.22682611644268036,1.178077764052432e-05
mc00344-001-bx0001_46-001-000,mc00344-001-bx0001_46-001-000,0.0006276735221035779,3.486404693830991e-07,3.486404693830991e-07,3.486404693830991e-07,3.486404693830991e-07,3.486404693830991e-07,3.486404693830991e-07,0.020412348210811615,8.822181553114206e-05,0.000887148838955909,0.0005822863313369453,3.486404693830991e-07,3.486404693830991e-07,3.486404693830991e-07,0.0014702386688441038,3.486404693830991e-07,0.9739353060722351,3.486404693830991e-07,3.486404693830991e-07,3.486404693830991e-07,3.486404693830991e-07,3.486404693830991e-07,3.486404693830991e-07,3.486404693830991e-07,3.486404693830991e-07,0.00041692316881380975,0.0006285387207753956,3.486404693830991e-07,3.486404693830991e-07,3.486404693830991e-07,3.486404693830991e-07,0.0008930304902605712,3.486404693830991e-07,1.2626377611013595e-05,3.486404693830991e-07,3.5877495975000784e-05,3.486404693830991e-07,3.486404693830991e-07,3.486404693830991e-07,3.486404693830991e-07
mc00236_2595464_20200115_936,mc00236_2595464_20200115_936,1.4519778233079705e-05,1.4519778233079705e-05,1.4519778233079705e-05,1.4519778233079705e-05,1.4519778233079705e-05,1.4519778233079705e-05,1.4519778233079705e-05,0.011088348925113678,1.4519778233079705e-05,1.4519778233079705e-05,1.4519778233079705e-05,1.4519778233079705e-05,1.4519778233079705e-05,1.4519778233079705e-05,1.4519778233079705e-05,1.4519778233079705e-05,1.4519778233079705e-05,1.4519778233079705e-05,1.4519778233079705e-05,1.4519778233079705e-05,1.4519778233079705e-05,1.4519778233079705e-05,1.4519778233079705e-05,1.4519778233079705e-05,1.4519778233079705e-05,0.9487240314483643,1.4519778233079705e-05,1.4519778233079705e-05,1.4519778233079705e-05,1.4519778233079705e-05,0.004384602885693312,0.03528030961751938,1.4519778233079705e-05,1.4519778233079705e-05,1.4519778233079705e-05,1.4519778233079705e-05,1.4519778233079705e-05,1.4519778233079705e-05,1.4519778233079705e-05,1.4519778233079705e-05
aspca_20200309_3362,aspca_20200309_3362,5.660536771756597e-06,5.660536771756597e-06,5.660536771756597e-06,5.660536771756597e-06,5.660536771756597e-06,5.660536771756597e-06,5.660536771756597e-06,5.660536771756597e-06,5.660536771756597e-06,5.660536771756597e-06,5.660536771756597e-06,5.660536771756597e-06,5.660536771756597e-06,5.660536771756597e-06,5.660536771756597e-06,5.660536771756597e-06,5.660536771756597e-06,5.660536771756597e-06,5.660536771756597e-06,5.660536771756597e-06,5.660536771756597e-06,5.660536771756597e-06,5.660536771756597e-06,5.660536771756597e-06,5.660536771756597e-06,5.660536771756597e-06,5.660536771756597e-06,5.660536771756597e-06,5.660536771756597e-06,0.999779224395752,5.660536771756597e-06,5.660536771756597e-06,5.660536771756597e-06,5.660536771756597e-06,5.660536771756597e-06,5.660536771756597e-06,5.660536771756597e-06,5.660536771756597e-06,5.660536771756597e-06,5.660536771756597e-06
mc00344-001-bx0001_33-010-000,mc00344-001-bx0001_33-010-000,6.5415119934186805e-06,6.5415119934186805e-06,6.5415119934186805e-06,6.5415119934186805e-06,0.004982967395335436,0.005316037684679031,0.012456387281417847,6.5415119934186805e-06,0.01673784852027893,0.5187347531318665,6.5415119934186805e-06,0.06187952682375908,6.5415119934186805e-06,0.051725540310144424,6.5415119934186805e-06,6.5415119934186805e-06,6.5415119934186805e-06,6.5415119934186805e-06,6.5415119934186805e-06,6.5415119934186805e-06,6.5415119934186805e-06,6.5415119934186805e-06,6.5415119934186805e-06,0.009117893874645233,6.5415119934186805e-06,6.5415119934186805e-06,6.5415119934186805e-06,6.5415119934186805e-06,6.5415119934186805e-06,6.5415119934186805e-06,6.5415119934186805e-06,6.5415119934186805e-06,0.0008022941183298826,0.20483002066612244,6.5415119934186805e-06,0.011947591789066792,6.5415119934186805e-06,6.5415119934186805e-06,0.000948444998357445,0.10034410655498505
aspca_20200303_2862,aspca_20200303_2862,6.092922831157921e-06,6.092922831157921e-06,0.005151516292244196,6.092922831157921e-06,0.031095292419195175,6.092922831157921e-06,6.092922831157921e-06,6.092922831157921e-06,6.092922831157921e-06,6.092922831157921e-06,6.092922831157921e-06,6.092922831157921e-06,6.092922831157921e-06,6.092922831157921e-06,6.092922831157921e-06,6.092922831157921e-06,6.092922831157921e-06,6.092922831157921e-06,6.092922831157921e-06,6.092922831157921e-06,6.092922831157921e-06,6.092922831157921e-06,6.092922831157921e-06,6.092922831157921e-06,6.092922831157921e-06,6.092922831157921e-06,6.092922831157921e-06,6.092922831157921e-06,6.092922831157921e-06,0.9635277390480042,6.092922831157921e-06,6.092922831157921e-06,6.092922831157921e-06,6.092922831157921e-06,6.092922831157921e-06,6.092922831157921e-06,6.092922831157921e-06,6.092922831157921e-06,6.092922831157921e-06,6.092922831157921e-06
mc00344-002-bx0002-09-004-000,mc00344-002-bx0002-09-004-000,3.899830971931806e-06,3.899830971931806e-06,3.899830971931806e-06,3.899830971931806e-06,3.899830971931806e-06,3.899830971931806e-06,3.899830971931806e-06,3.899830971931806e-06,0.15669360756874084,3.899830971931806e-06,3.899830971931806e-06,3.899830971931806e-06,3.899830971931806e-06,3.899830971931806e-06,0.04239429160952568,3.899830971931806e-06,3.899830971931806e-06,3.899830971931806e-06,3.899830971931806e-06,3.899830971931806e-06,3.899830971931806e-06,3.899830971931806e-06,0.5723909735679626,3.899830971931806e-06,3.899830971931806e-06,3.899830971931806e-06,3.899830971931806e-06,3.899830971931806e-06,3.899830971931806e-06,3.899830971931806e-06,0.22838076949119568,3.899830971931806e-06,3.899830971931806e-06,3.899830971931806e-06,3.899830971931806e-06,3.899830971931806e-06,3.899830971931806e-06,3.899830971931806e-06,3.899830971931806e-06,3.899830971931806e-06
aspca_20200302_2692,aspca_20200302_2692,6.4105556702998e-06,6.4105556702998e-06,6.4105556702998e-06,6.4105556702998e-06,6.4105556702998e-06,6.4105556702998e-06,6.4105556702998e-06,6.4105556702998e-06,6.4105556702998e-06,6.4105556702998e-06,6.4105556702998e-06,6.4105556702998e-06,6.4105556702998e-06,6.4105556702998e-06,6.4105556702998e-06,6.4105556702998e-06,6.4105556702998e-06,6.4105556702998e-06,6.4105556702998e-06,6.4105556702998e-06,6.4105556702998e-06,6.4105556702998e-06,6.4105556702998e-06,6.4105556702998e-06,6.4105556702998e-06,6.4105556702998e-06,6.4105556702998e-06,6.4105556702998e-06,6.4105556702998e-06,0.9967867136001587,6.4105556702998e-06,6.4105556702998e-06,6.4105556702998e-06,6.4105556702998e-06,6.4105556702998e-06,6.4105556702998e-06,6.4105556702998e-06,6.4105556702998e-06,0.0029696952551603317,6.4105556702998e-06
mc00344-002-bx0002-09-014-000,mc00344-002-bx0002-09-014-000,6.0041911638109013e-05,6.0041911638109013e-05,6.0041911638109013e-05,6.0041911638109013e-05,6.0041911638109013e-05,6.0041911638109013e-05,6.0041911638109013e-05,6.0041911638109013e-05,6.0041911638109013e-05,6.0041911638109013e-05,6.0041911638109013e-05,0.005739142652601004,6.0041911638109013e-05,6.0041911638109013e-05,6.0041911638109013e-05,6.0041911638109013e-05,6.0041911638109013e-05,6.0041911638109013e-05,6.0041911638109013e-05,6.0041911638109013e-05,6.0041911638109013e-05,6.0041911638109013e-05,6.0041911638109013e-05,6.0041911638109013e-05,6.0041911638109013e-05,6.0041911638109013e-05,6.0041911638109013e-05,6.0041911638109013e-05,6.0041911638109013e-05,6.0041911638109013e-05,0.9919793009757996,6.0041911638109013e-05,6.0041911638109013e-05,6.0041911638109013e-05,6.0041911638109013e-05,6.0041911638109013e-05,6.0041911638109013e-05,6.0041911638109013e-05,6.0041911638109013e-05,6.0041911638109013e-05
mc00456-001-bx0001-016-001,mc00456-001-bx0001-016-001,7.391943654511124e-05,7.391943654511124e-05,7.391943654511124e-05,7.391943654511124e-05,7.391943654511124e-05,7.391943654511124e-05,7.391943654511124e-05,0.022357111796736717,7.391943654511124e-05,7.391943654511124e-05,7.391943654511124e-05,7.391943654511124e-05,7.391943654511124e-05,7.391943654511124e-05,7.391943654511124e-05,7.391943654511124e-05,7.391943654511124e-05,7.391943654511124e-05,7.391943654511124e-05,7.391943654511124e-05,7.391943654511124e-05,7.391943654511124e-05,7.391943654511124e-05,7.391943654511124e-05,7.391943654511124e-05,0.9748339056968689,7.391943654511124e-05,7.391943654511124e-05,7.391943654511124e-05,7.391943654511124e-05,7.391943654511124e-05,7.391943654511124e-05,7.391943654511124e-05,7.391943654511124e-05,7.391943654511124e-05,7.391943654511124e-05,7.391943654511124e-05,7.391943654511124e-05,7.391943654511124e-05,7.391943654511124e-05
mc00456-001-bx0001-006-001,mc00456-001-bx0001-006-001,6.727360596414655e-05,6.727360596414655e-05,6.727360596414655e-05,6.727360596414655e-05,6.727360596414655e-05,6.727360596414655e-05,6.727360596414655e-05,6.727360596414655e-05,6.727360596414655e-05,6.727360596414655e-05,6.727360596414655e-05,6.727360596414655e-05,6.727360596414655e-05,6.727360596414655e-05,6.727360596414655e-05,6.727360596414655e-05,6.727360596414655e-05,6.727360596414655e-05,6.727360596414655e-05,6.727360596414655e-05,6.727360596414655e-05,6.727360596414655e-05,6.727360596414655e-05,6.727360596414655e-05,6.727360596414655e-05,0.9973763227462769,6.727360596414655e-05,6.727360596414655e-05,6.727360596414655e-05,6.727360596414655e-05,6.727360596414655e-05,6.727360596414655e-05,6.727360596414655e-05,6.727360596414655e-05,6.727360596414655e-05,6.727360596414655e-05,6.727360596414655e-05,6.727360596414655e-05,6.727360596414655e-05,6.727360596414655e-05
aspca_20200305_3072,aspca_20200305_3072,5.8358273236081e-06,5.8358273236081e-06,0.02448335476219654,5.8358273236081e-06,5.8358273236081e-06,5.8358273236081e-06,5.8358273236081e-06,5.8358273236081e-06,5.8358273236081e-06,5.8358273236081e-06,5.8358273236081e-06,5.8358273236081e-06,5.8358273236081e-06,5.8358273236081e-06,0.009016076102852821,5.8358273236081e-06,5.8358273236081e-06,5.8358273236081e-06,5.8358273236081e-06,5.8358273236081e-06,5.8358273236081e-06,5.8358273236081e-06,5.8358273236081e-06,5.8358273236081e-06,5.8358273236081e-06,0.040879469364881516,5.8358273236081e-06,5.8358273236081e-06,5.8358273236081e-06,0.9254109859466553,5.8358273236081e-06,5.8358273236081e-06,5.8358273236081e-06,5.8358273236081e-06,5.8358273236081e-06,5.8358273236081e-06,5.8358273236081e-06,5.8358273236081e-06,5.8358273236081e-06,5.8358273236081e-06
mc00456-001-bx0002-040-001,mc00456-001-bx0002-040-001,2.84694651782047e-05,2.84694651782047e-05,2.84694651782047e-05,2.84694651782047e-05,0.05171259120106697,2.84694651782047e-05,2.84694651782047e-05,0.05428801849484444,2.84694651782047e-05,2.84694651782047e-05,0.02747194841504097,2.84694651782047e-05,0.16315694153308868,2.84694651782047e-05,0.04387376829981804,2.84694651782047e-05,2.84694651782047e-05,2.84694651782047e-05,2.84694651782047e-05,0.016930969431996346,2.84694651782047e-05,2.84694651782047e-05,2.84694651782047e-05,2.84694651782047e-05,2.84694651782047e-05,0.5176265239715576,2.84694651782047e-05,2.84694651782047e-05,2.84694651782047e-05,0.12402822822332382,2.84694651782047e-05,2.84694651782047e-05,2.84694651782047e-05,2.84694651782047e-05,2.84694651782047e-05,2.84694651782047e-05,2.84694651782047e-05,2.84694651782047e-05,2.84694651782047e-05,2.84694651782047e-05
mc00344-001-lb0001_6-003-000,mc00344-001-lb0001_6-003-000,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.02500000037252903
mc00456-001-bx0002-050-001,mc00456-001-bx0002-050-001,2.9400433049886487e-05,2.9400433049886487e-05,0.09105613082647324,2.9400433049886487e-05,0.15127705037593842,2.9400433049886487e-05,2.9400433049886487e-05,2.9400433049886487e-05,2.9400433049886487e-05,2.9400433049886487e-05,2.9400433049886487e-05,2.9400433049886487e-05,2.9400433049886487e-05,2.9400433049886487e-05,2.9400433049886487e-05,2.9400433049886487e-05,2.9400433049886487e-05,2.9400433049886487e-05,2.9400433049886487e-05,2.9400433049886487e-05,2.9400433049886487e-05,2.9400433049886487e-05,2.9400433049886487e-05,2.9400433049886487e-05,2.9400433049886487e-05,0.7565789818763733,2.9400433049886487e-05,2.9400433049886487e-05,2.9400433049886487e-05,2.9400433049886487e-05,2.9400433049886487e-05,2.9400433049886487e-05,2.9400433049886487e-05,2.9400433049886487e-05,2.9400433049886487e-05,2.9400433049886487e-05,2.9400433049886487e-05,2.9400433049886487e-05,2.9400433049886487e-05,2.9400433049886487e-05
mc00236_2595504_20200115_976,mc00236_2595504_20200115_976,2.5037024897756055e-05,2.5037024897756055e-05,0.14806631207466125,0.05062880739569664,2.5037024897756055e-05,2.5037024897756055e-05,2.5037024897756055e-05,0.024354586377739906,0.31074410676956177,0.15996161103248596,2.5037024897756055e-05,0.019110918045043945,2.5037024897756055e-05,2.5037024897756055e-05,0.0312081016600132,2.5037024897756055e-05,0.18119189143180847,2.5037024897756055e-05,2.5037024897756055e-05,2.5037024897756055e-05,2.5037024897756055e-05,2.5037024897756055e-05,2.5037024897756055e-05,2.5037024897756055e-05,2.5037024897756055e-05,2.5037024897756055e-05,0.07395754754543304,2.5037024897756055e-05,2.5037024897756055e-05,2.5037024897756055e-05,2.5037024897756055e-05,2.5037024897756055e-05,2.5037024897756055e-05,2.5037024897756055e-05,2.5037024897756055e-05,2.5037024897756055e-05,2.5037024897756055e-05,2.5037024897756055e-05,2.5037024897756055e-05,2.5037024897756055e-05
mc00620-001-bx0001-078-001,mc00620-001-bx0001-078-001,4.3898420699406415e-05,0.9950506091117859,4.3898420699406415e-05,4.3898420699406415e-05,4.3898420699406415e-05,4.3898420699406415e-05,4.3898420699406415e-05,4.3898420699406415e-05,4.3898420699406415e-05,4.3898420699406415e-05,4.3898420699406415e-05,4.3898420699406415e-05,4.3898420699406415e-05,4.3898420699406415e-05,4.3898420699406415e-05,0.0032812505960464478,4.3898420699406415e-05,4.3898420699406415e-05,4.3898420699406415e-05,4.3898420699406415e-05,4.3898420699406415e-05,4.3898420699406415e-05,4.3898420699406415e-05,4.3898420699406415e-05,4.3898420699406415e-05,4.3898420699406415e-05,4.3898420699406415e-05,4.3898420699406415e-05,4.3898420699406415e-05,4.3898420699406415e-05,4.3898420699406415e-05,4.3898420699406415e-05,4.3898420699406415e-05,4.3898420699406415e-05,4.3898420699406415e-05,4.3898420699406415e-05,4.3898420699406415e-05,4.3898420699406415e-05,4.3898420699406415e-05,4.3898420699406415e-05
mc00620-001-bx0001-068-001,mc00620-001-bx0001-068-001,3.318162271170877e-05,3.318162271170877e-05,0.40514636039733887,3.318162271170877e-05,3.318162271170877e-05,3.318162271170877e-05,3.318162271170877e-05,3.318162271170877e-05,3.318162271170877e-05,0.03289883956313133,0.010715273208916187,3.318162271170877e-05,3.318162271170877e-05,3.318162271170877e-05,3.318162271170877e-05,3.318162271170877e-05,3.318162271170877e-05,3.318162271170877e-05,3.318162271170877e-05,3.318162271170877e-05,0.007824739441275597,3.318162271170877e-05,3.318162271170877e-05,3.318162271170877e-05,3.318162271170877e-05,0.389683336019516,3.318162271170877e-05,3.318162271170877e-05,3.318162271170877e-05,3.318162271170877e-05,3.318162271170877e-05,0.15260325372219086,3.318162271170877e-05,3.318162271170877e-05,3.318162271170877e-05,3.318162271170877e-05,3.318162271170877e-05,3.318162271170877e-05,3.318162271170877e-05,3.318162271170877e-05
aspca_20200227_2462,aspca_20200227_2462,0.5958284735679626,6.5377471401006915e-06,6.5377471401006915e-06,6.5377471401006915e-06,6.5377471401006915e-06,6.5377471401006915e-06,6.5377471401006915e-06,6.5377471401006915e-06,6.5377471401006915e-06,0.010627545416355133,6.5377471401006915e-06,6.5377471401006915e-06,6.5377471401006915e-06,6.5377471401006915e-06,6.5377471401006915e-06,6.5377471401006915e-06,0.13013705611228943,6.5377471401006915e-06,6.5377471401006915e-06,6.5377471401006915e-06,6.5377471401006915e-06,6.5377471401006915e-06,6.5377471401006915e-06,0.012575527653098106,6.5377471401006915e-06,0.14912867546081543,6.5377471401006915e-06,6.5377471401006915e-06,6.5377471401006915e-06,6.5377471401006915e-06,6.5377471401006915e-06,0.10148043930530548,6.5377471401006915e-06,6.5377471401006915e-06,6.5377471401006915e-06,6.5377471401006915e-06,6.5377471401006915e-06,6.5377471401006915e-06,6.5377471401006915e-06,6.5377471401006915e-06
mc00344-001-lb0001_43-002-000,mc00344-001-lb0001_43-002-000,1.6214875131481676e-06,1.6214875131481676e-06,0.014285009354352951,0.002141206990927458,1.6214875131481676e-06,1.6214875131481676e-06,1.6214875131481676e-06,0.0065709506161510944,0.11513295769691467,0.062266603112220764,1.6214875131481676e-06,0.001104688155464828,1.6214875131481676e-06,1.6214875131481676e-06,1.6214875131481676e-06,1.6214875131481676e-06,0.26863521337509155,1.6214875131481676e-06,1.6214875131481676e-06,1.6214875131481676e-06,1.6214875131481676e-06,1.6214875131481676e-06,1.6214875131481676e-06,0.00370050803758204,1.6214875131481676e-06,0.053232986479997635,0.306964635848999,1.6214875131481676e-06,1.6214875131481676e-06,1.6214875131481676e-06,1.6214875131481676e-06,0.0016330925282090902,1.6214875131481676e-06,0.12519501149654388,0.004467596299946308,0.003800259670242667,1.6214875131481676e-06,1.6214875131481676e-06,1.6214875131481676e-06,0.03082873672246933
mc00344-001-bx0001_3-002-000,mc00344-001-bx0001_3-002-000,5.90700437896885e-07,5.90700437896885e-07,5.90700437896885e-07,5.90700437896885e-07,5.90700437896885e-07,5.90700437896885e-07,5.90700437896885e-07,5.90700437896885e-07,5.90700437896885e-07,5.90700437896885e-07,0.964493989944458,5.90700437896885e-07,5.90700437896885e-07,5.90700437896885e-07,0.03548358008265495,5.90700437896885e-07,5.90700437896885e-07,5.90700437896885e-07,5.90700437896885e-07,5.90700437896885e-07,5.90700437896885e-07,5.90700437896885e-07,5.90700437896885e-07,5.90700437896885e-07,5.90700437896885e-07,5.90700437896885e-07,5.90700437896885e-07,5.90700437896885e-07,5.90700437896885e-07,5.90700437896885e-07,5.90700437896885e-07,5.90700437896885e-07,5.90700437896885e-07,5.90700437896885e-07,5.90700437896885e-07,5.90700437896885e-07,5.90700437896885e-07,5.90700437896885e-07,5.90700437896885e-07,5.90700437896885e-07
mc00456-001-bx0007-033-001,mc00456-001-bx0007-033-001,5.619623334496282e-05,5.619623334496282e-05,5.619623334496282e-05,5.619623334496282e-05,0.09943226724863052,5.619623334496282e-05,5.619623334496282e-05,5.619623334496282e-05,5.619623334496282e-05,5.619623334496282e-05,5.619623334496282e-05,5.619623334496282e-05,5.619623334496282e-05,5.619623334496282e-05,5.619623334496282e-05,5.619623334496282e-05,5.619623334496282e-05,5.619623334496282e-05,5.619623334496282e-05,5.619623334496282e-05,5.619623334496282e-05,5.619623334496282e-05,5.619623334496282e-05,0.043618615716695786,5.619623334496282e-05,0.42462947964668274,5.619623334496282e-05,5.619623334496282e-05,5.619623334496282e-05,5.619623334496282e-05,5.619623334496282e-05,0.1859319508075714,0.17997238039970398,5.619623334496282e-05,5.619623334496282e-05,5.619623334496282e-05,5.619623334496282e-05,0.06450466811656952,5.619623334496282e-05,5.619623334496282e-05
aspca-reports-bx0007-005-002_0_20191126_369,aspca-reports-bx0007-005-002_0_20191126_369,1.7065800648197182e-06,1.7065800648197182e-06,1.7065800648197182e-06,1.7065800648197182e-06,1.7065800648197182e-06,1.7065800648197182e-06,0.9999334812164307,1.7065800648197182e-06,1.7065800648197182e-06,1.7065800648197182e-06,1.7065800648197182e-06,1.7065800648197182e-06,1.7065800648197182e-06,1.7065800648197182e-06,1.7065800648197182e-06,1.7065800648197182e-06,1.7065800648197182e-06,1.7065800648197182e-06,1.7065800648197182e-06,1.7065800648197182e-06,1.7065800648197182e-06,1.7065800648197182e-06,1.7065800648197182e-06,1.7065800648197182e-06,1.7065800648197182e-06,1.7065800648197182e-06,1.7065800648197182e-06,1.7065800648197182e-06,1.7065800648197182e-06,1.7065800648197182e-06,1.7065800648197182e-06,1.7065800648197182e-06,1.7065800648197182e-06,1.7065800648197182e-06,1.7065800648197182e-06,1.7065800648197182e-06,1.7065800648197182e-06,1.7065800648197182e-06,1.7065800648197182e-06,1.7065800648197182e-06
mc00456-001-bx0007-023-001,mc00456-001-bx0007-023-001,0.015160929411649704,3.270728120696731e-05,0.5954678058624268,0.021652907133102417,3.270728120696731e-05,3.270728120696731e-05,3.270728120696731e-05,0.019588617607951164,3.270728120696731e-05,3.270728120696731e-05,3.270728120696731e-05,3.270728120696731e-05,3.270728120696731e-05,3.270728120696731e-05,3.270728120696731e-05,3.270728120696731e-05,3.270728120696731e-05,0.2015388458967209,3.270728120696731e-05,3.270728120696731e-05,3.270728120696731e-05,3.270728120696731e-05,3.270728120696731e-05,3.270728120696731e-05,3.270728120696731e-05,3.270728120696731e-05,3.270728120696731e-05,3.270728120696731e-05,3.270728120696731e-05,3.270728120696731e-05,0.10032304376363754,3.270728120696731e-05,3.270728120696731e-05,3.270728120696731e-05,3.270728120696731e-05,0.0016816556453704834,3.270728120696731e-05,3.270728120696731e-05,0.04353959485888481,3.270728120696731e-05
mc00620-001-bx0001-034-001,mc00620-001-bx0001-034-001,3.853943417198025e-05,3.853943417198025e-05,0.649899423122406,3.853943417198025e-05,3.853943417198025e-05,3.853943417198025e-05,3.853943417198025e-05,0.024700161069631577,3.853943417198025e-05,0.006075634621083736,0.0058466773480176926,3.853943417198025e-05,3.853943417198025e-05,3.853943417198025e-05,3.853943417198025e-05,3.853943417198025e-05,3.853943417198025e-05,3.853943417198025e-05,3.853943417198025e-05,3.853943417198025e-05,3.853943417198025e-05,3.853943417198025e-05,3.853943417198025e-05,3.853943417198025e-05,3.853943417198025e-05,0.18384064733982086,3.853943417198025e-05,3.853943417198025e-05,3.853943417198025e-05,3.853943417198025e-05,3.853943417198025e-05,0.03926108404994011,3.853943417198025e-05,3.853943417198025e-05,3.853943417198025e-05,3.853943417198025e-05,0.08910457044839859,3.853943417198025e-05,3.853943417198025e-05,3.853943417198025e-05
